URL,content_id,rendering_app,publishing_app,document_type,format,schema_name,taxon_title,taxon_base_path,taxon_description
https://www.gov.uk/government/collections/further-education-and-skills-inspection-outcomes,863d3343-7b88-452d-9221-c37cd6b93ca1,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/further-education-and-skills-official-statistics,5f47b104-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/further-education-fe-letters-to-chairs-of-fe-and-sixth-form-colleges,60234887-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/further-education-for-benefit-claimants,5eb84908-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/future-of-education-inspection-launch-event-materials,ccefee0b-78ff-4dcb-a316-42915a4abfa4,whitehall-frontend,whitehall,speech,placeholder_speech,placeholder_speech,,,
https://www.gov.uk/government/collections/gcse-subject-content,5f43cb05-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/gcses-9-to-1-requirements-and-guidance,602cbf8a-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/gcses-a-to-g-requirements-and-guidance,602c8c4d-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/guidance-for-foster-carers,5eb7ec85-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/he-student-loans,5eb65c41-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/he-student-support,5eb65c8d-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/health-and-safety-in-schools,5f50c84e-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/health-public-services-and-care-apprenticeships,a00c26a0-3bbd-449b-a5cc-b65f46414d9f,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/higher-education-and-research-bill,40a5bd47-175c-48d2-88de-edaf8f011502,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/higher-education-market-entry-guidance,c90e799b-4dfc-402d-a0c5-9bd613b4f58e,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/hmcis-monthly-commentaries,d74e1619-fd7f-4b5f-9b44-f863843c1e96,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/homophobic-biphobic-and-transphobic-bullying-review,6027ea4b-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/how-to-access-school-to-school-support,5f421a69-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/improving-teachers-skills-in-sen-and-disabilities,5dc90afb-7631-11e4-a3cb-005056011aef,whitehall-frontend,whitehall,research,publication,publication,,,
https://www.gov.uk/government/collections/individual-budgets-for-families-with-disabled-children,5dc91c90-7631-11e4-a3cb-005056011aef,whitehall-frontend,whitehall,research,publication,publication,,,
https://www.gov.uk/government/collections/information-and-communication-technology-ict-apprenticeships,d55643e2-ea8a-4733-864b-fe425ebad10d,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/initial-teacher-education-inspections-and-outcomes,fd7fa236-d68b-4bad-86b8-ac778413c140,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/initial-teacher-training,5ebcb289-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/inter-subject-comparability-research-documents,0de08a76-f040-40bb-8889-2a88642e71f3,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/joint-inspections-of-local-area-services,2040c82c-2c55-4609-bf09-a856ddbcd358,government-frontend,whitehall,document_collection,document_collection,document_collection,,,
https://www.gov.uk/government/collections/key-stage-1-assessments-data-collection,5ef7e984-7631-11e4-a3cb-005056011aef,government-frontend,whitehall,document_collection,document_collection,document_collection,"Primary curriculum, key stage 1",/alpha-taxonomy/6f6f5609-9075-4762-9d98-3d649a26348b-primary-curriculum-key-stage-1-and-key-stage-2,"Teaching and assessing the primary curriculum at Key Stage 1, primary school performance data."
